parcel_number,street_number,street_name,notify_date,notify,status,latitude,longitude
037A275302700,3300,66TH AVE,9/2/10,Y,Done - Level 1,37.772510552399346,-122.17762523494386
023 041500500,479,MERRITT AVE,9/3/10,Y,Done - Level 2 Required  ,37.80681785734862,-122.24892031111743
013 111102200,234,RIDGEWAY AVE,9/2/10,Y,Exempt - less than 5 units,37.8295903862372,-122.25243590974564
022 034202900,2606,9TH AVE,8/30/10,Y,Done - Level 1,37.80040331353602,-122.23931083871895
035 239202700,5439,BANCROFT AVE,11/3/10,Y,Incomplete Evaluation,37.771483802381766,-122.19947287107091
021 023300102,1844,7TH AVE,2/16/11,Y,Done - Level 1,37.79724400923978,-122.24757598335206
012 094903100,941,37TH ST,10/6/10,Y,Incomplete Evaluation - Unclaimed,37.827136622112626,-122.27620192302314
012 101205201,529,41ST ST,,Y,Incomplete Evaluation,37.82989933584779,-122.26538086202883
013 113507500,250,WHITMORE ST,,,Done - Level 2 Required  ,37.83335613779829,-122.25099480850596
020 018800701,1605,8TH AVE,,Y,Incomplete Evaluation - Unclaimed,37.79522221765885,-122.24949969109046
012 100501301,4020,OPAL ST,,Y,Done - Level 1,37.82869056481943,-122.25837070676344
022 036301400,1930,E 27TH ST,10/25/10,Y,Exempt - engineer's letter,37.7958451620106,-122.23110835684572
023 040401600,886,CLEVELAND ST,8/26/10,Y,Done - Level 2 Required  ,37.80321155312851,-122.23991528238724
010 081703101,175,SANTA ROSA AVE,10/22/10,Y,Exempt - engineer's letter,37.81931772109709,-122.25069442992562
023 039401100,1082,E 33RD ST,,Y,Incomplete Evaluation,37.80278859564699,-122.23479579784461
,212,E 15TH ST,,Y,Ask for exemption - did not review ,,
012 099100101,4150,PIEDMONT AVE,9/22/10,Y,Level 1 - missing data ,37.82663924554261,-122.25159776673115
020 015901201,1501,23RD AVE,10/25/10,Y,Incomplete Evaluation - Unclaimed,37.78451321359388,-122.235223507859
012 093209200,645,EL DORADO AVE,9/20/10,Y,Exempt - engineer's letter,37.82248657521358,-122.25142827156637
012 098801702,775,KINGSTON AVE,9/14/10,Y,Done - Level 1,37.824131225489616,-122.24929584701732
013 109702700,4210,TELEGRAPH AVE,,,Incomplete Evaluation,37.83114235433382,-122.26356808078482
023 039400100,1000,E 33RD ST,,Y,Incomplete Evaluation,37.80313729341354,-122.23509639350917
016 142701500,648,ALCATRAZ AVE,8/26/10,Y,Level 2 - Missing slope,37.84999837760227,-122.26389658757888
014 121300700,612,54TH ST,9/20/10,Y,Exempt - less than 5 units,37.83973806849394,-122.26502476334377
022 030803200,312,WAYNE AVE,11/1/10,Y,Done - Level 2 Required ,37.80292726977867,-122.25263546958662
023 039506400,3130,PARK BLVD,10/8/10,Y,Done - Level 2 Required  ,37.80284665570666,-122.23660303807819
010 079501200,257,VERNON ST,11/22/10,Y,Done - Level 2 Required  ,37.81416122343842,-122.25883123022484
023 040402000,19,HOME PL W,9/3/10,Y,Done - Level 1,37.803327850675814,-122.23956018774174
022 030903100,455,NEWTON AVE,10/7/10,Y,Ask for exemption - did not review  ,37.80406020894327,-122.2494191994762
026 077700200,2673,GRANDE VISTA AVE,10/6/10,Y,Level 1 - missing data ,37.79297252839298,-122.22591505274582
013 113401400,1985,PLEASANT VALLEY AVE,9/21/11,Y,Done - Level 1,37.832583883257946,-122.25015700370591
020 018501801,411,E 17TH ST,10/20/10,Y,Exempt - retrofitted,37.79810088588437,-122.25198087003841
010 078301900,376,STATEN AVE,10/25/10,Y,Done - Level 1,37.81133207056983,-122.25359554218242
041 419802500,1215,80TH AVE,,Y,Incomplete Evaluation,37.754966506055005,-122.18493798450405
023 043202200,769,HILLGIRT CIR,8/27/10,Y,Done - Level 1,37.8069815092028,-122.24191887986473
010 079101904,170,PERKINS ST,8/30/71,Y,Incomplete Evaluation,37.81591555098348,-122.25622982524573
040A342003800,7900,NEY AVE,10/13/10,Y,Done - Level 2 Required  ,37.76616316923752,-122.16531285047508
021 027700900,428,E 19TH ST,10/4/10,Y,Done - Level 1 ,37.799501781933095,-122.2493638775059
021 023100900,1811,6TH AVE,11/4/10,Y,Level 2 - Missing slope,37.79790612283829,-122.24922845325581
023 041802700,595,MERRITT AVE,11/3/10,Y,Incomplete Evaluation,37.807970446772295,-122.24585948685555
046 547302003,9326,BANCROFT AVE,,Y,Incomplete Evaluation,37.7516287064151,-122.16386708430962
023 041501000,2300,LAKESHORE AVE,,Y,Incomplete Evaluation - Unclaimed,37.80643941275485,-122.24959252205147
021 026900501,1935,10TH AVE,9/7/10,Y,Done - Level 1,37.79596121846313,-122.24477404320669
010 083201600,601,JEAN ST,8/24/10,Y,Exempt - engineer's letter,37.81799013729603,-122.24776539724
020 019100104,1021,E 17TH ST,,Y,Incomplete Evaluation,37.793580287510764,-122.2467708307623
024 053204301,3761,PARK BOULEVARD WAY,11/1/10,Y,Level 1 - missing data ,37.80521263751013,-122.22967543675391
020 017801900,1534,4TH AVE,,Y,Incomplete Evaluation,37.79738284039937,-122.25292496874256
008 062601400,1461,ALICE ST,,Y,Incomplete Evaluation,37.80359146271914,-122.26615175395962
010 078200700,375,STATEN AVE,9/2/10,Y,Done - Level 1,37.811169025185954,-122.25433886060839
022 035403301,2820,14TH AVE,9/23/10,Y,Done - Level 2 Required  ,37.79704356451397,-122.23125631593537
022 033601800,2416,8TH AVE,9/20/10,Y,Done - Level 1,37.80016577980174,-122.24141915363923
039 327002400,2738,HAVENSCOURT BLVD,,Y,Done - Level 1,37.7691924085261,-122.1816643875559
012 093800500,33,YOSEMITE AVE,8/31/10,Y,Exempt - less than 5 units,37.82320375855251,-122.2552151884606
010 079000400,415,ADAMS ST,9/2/10,Y,Incomplete Evaluation,37.81607183482956,-122.25343550202619
022 033801803,2268,PARK BLVD,8/30/10,Y,Exempt - engineer's letter,37.80141642452987,-122.24550414112109
022 030802500,315,HANOVER AVE,9/14/10,Y,Done - Level 1,37.803014576226765,-122.25162193120063
023 041901500,520,BODEN WAY,,Y,Incomplete Evaluation,37.80741822695967,-122.24846801484533
022 030600100,347,HADDON RD,8/31/10,Y,Exempt - less than 5 units,37.80198978044883,-122.24759240691299
040 337800405,7940,BANCROFT AVE,,Y,Incomplete Evaluation,37.761854035165975,-122.17191692450831
030 193501004,3773,HIGH ST,,Y,Done - Level 1,37.78965281276699,-122.19194731189742
012 094901400,964,36TH ST,9/3/10,Y,Done - Level 1,37.826863865539934,-122.27639340613649
010 079603001,300,VERNON ST,10/28/10,Y,Exempt - engineer's letter,37.81453449420021,-122.25686909897964
025 073300901,1835,28TH AVE,11/3/10,Y,Done - Level 1,37.78399505882362,-122.22643964598423
023 040302001,33,HOME PL E,11/2/10,Y,Level 1 - missing data,37.80360523436334,-122.23755547400226
023 039506300,3140,PARK BLVD,10/25/10,Y,Done - Level 2 Required  ,37.802857974023055,-122.23646502913535
010 078001205,421,BURK ST,,Y,Incomplete Evaluation,37.80918212019339,-122.25074066938318
028 095102702,3361,SUTER ST,9/2/10,Y,Done - Level 2 Required  ,37.792482564868926,-122.2064356985935
013 110800504,2,WHITMORE PL,9/14/10,Y,Incomplete Evaluation,37.83313883648422,-122.2521953608044
009 073401401,3422,ANDOVER ST,10/26/10,Y,Exempt - no large openings,37.822555052997586,-122.26366102212138
022 030101500,2244,12TH AVE,,Y,Incomplete Evaluation - Unclaimed,37.79623224728301,-122.23984526532963
029A130205000,3723,FRUITVALE AVE,,Y,Incomplete Evaluation,37.80323945700866,-122.2153644497362
010 081401400,3761,HARRISON ST,8/24/10,Y,Done - Level 1,37.820938302402205,-122.252994866909
036 250313700,5470,CAMDEN ST,11/9/10,Y,Incomplete Evaluation,37.7781154571302,-122.18827787487757
008 062800800,1420,JACKSON ST,11/3/10,Y,Exempt - no large openings,37.802258630544145,-122.26462539779718
022 033800600,2425,IVY DR,10/19/10,Y,Done - Level 2 Required  ,37.80149603485446,-122.2430162597277
022 034101600,2538,8TH AVE,8/26/10,Y,Done - Level 1,37.80078855972297,-122.24026363764271
028 095103901,3410,SCHOOL ST,,Y,Incomplete Evaluation,37.79210061351399,-122.20641221294996
021 022201300,1738,4TH AVE,,Y,Incomplete Evaluation,37.79850218196311,-122.25145744699805
022 030501901,512,E 22ND ST,10/25/10,Y,Level 2 - Missing slope,37.800843348008044,-122.24588356480868
021 026901101,1924,9TH AVE,9/17/10,Y,Incomplete Evaluation,37.79609369630117,-122.24532828450957
032 204700900,2028,HIGH ST,11/15/10,Y,Done - Level 1,37.77621901091092,-122.20968721889092
012 092800200,764,KINGSTON AVE,10/7/10,Y,Done - Level 1,37.82320297795671,-122.2492841671261
014 124800500,5339,BROADWAY,,,Incomplete Evaluation,37.838023257932235,-122.25053494016439
033 212904800,1616,35TH AVE,9/14/10,Y,Incomplete Evaluation,37.7792859334297,-122.2205732806217
,3765,HIGH ST,,Y,Done - Level 1,,
010 079101000,407,VERNON ST,10/8/10,Y,Exempt - retrofitted,37.81671981109642,-122.25407550411795
011 084101301,840,WARFIELD AVE,9/27/10,Y,Done - Level 1,37.81361537931691,-122.24367541139459
023 043301600,687,MACARTHUR BLVD,10/20/10,Y,Exempt - no large openings,37.80791691457762,-122.24292877400005
035 238801600,5300,BANCROFT AVE,8/30/10,Y,Done - Level 1,37.77197341343469,-122.20284593703624
020 018101500,1516,1ST AVE,,Y,Exempt - city inspection,37.799373465059425,-122.2557248033285
010 078502400,398,EUCLID AVE,9/27/10,Y,Done - Level 1 ,37.81110450318796,-122.25119030018342
029 098901100,3627,COOLIDGE AVE,,Y,Incomplete Evaluation,37.7996483126556,-122.20796425639283
010 083402500,340,ALTA VISTA AVE,9/22/10,Y,Done - Level 1,37.816669786061944,-122.24803110326457
012 098705004,145,MONTE CRESTA AVE,11/9/10,Y,Exempt - engineer's letter,37.823852651495066,-122.2502839947739
030 192503000,3790,39TH AVE,8/26/10,Y,Incomplete Evaluation,37.7913266214645,-122.19404754526549
022 031002600,472,NEWTON AVE,8/25/10,Y,Done - Level 2 Required  ,37.80438933619913,-122.24908868814202
010 077202100,338,LENOX AVE,,Y,Done - Level 1,37.81000190460922,-122.25774596726653
010 080703601,3080,RICHMOND BLVD,,Y,Done - Level 2 Required  ,37.82002733453083,-122.25832746643134
010 078500300,440,ADAMS ST,8/25/10,Y,Done - Level 1 ,37.81584669797658,-122.25254627209435
,6044,MONROE AVE,,Y,Done - Level 1,,
010 079102500,394,ORANGE ST,8/31/10,Y,Done - Level 2 Required  ,37.816710291757886,-122.25481109220559
048 561704500,5,ANAIR WAY,10/18/10,Y,Incomplete Evaluation - Unclaimed,37.75098367033535,-122.15527913038274
023 048002400,3616,EMERSON ST,10/7/10,Y,Incomplete Evaluation,37.80342846972248,-122.23113742388053
021 023000200,415,E 19TH ST,8/26/10,Y,Incomplete Evaluation - Unclaimed,37.799419798373506,-122.24989467477458
010 077201300,465,LEE ST,9/1/10,Y,Level 2 - Missing slope,37.809585971075556,-122.25739031476755
012 099200403,54,GLEN AVE,9/21/10,Y,Incomplete Evaluation,37.825573799222354,-122.25157086705418
016 142300900,574,66TH ST,9/21/10,Y,Exempt - less than 5 units,37.85204144560085,-122.26246325184898
047 549801700,10401,BANCROFT AVE,,Y,Incomplete Evaluation,37.74262625079715,-122.15801978921957
010 077801900,414,STATEN AVE,8/25/10,Y,Done - Level 1,37.80998859364506,-122.25333944481574
012 098800701,95,LINDA AVE,,Y,Incomplete Evaluation,37.8252226030941,-122.24860916562936
012 101800900,854,40TH ST,9/22/10,Y,Ask for exemption - did not review ,37.83078526187957,-122.27280414858579
011 084001400,800,YORK ST,,Y,Exempt - retrofitted,37.81271668947469,-122.24356057105051
028 095201103,3390,ARKANSAS ST,,Y,Done - Level 1,37.7924305446458,-122.20450843817679
010 079500802,305,VERNON ST,,Y,Incomplete Evaluation - Unclaimed,37.814951058031724,-122.25721000234701
021 022402800,176,ATHOL AVE,,Y,Exempt - city inspection,37.80066829324889,-122.25233770107931
010 078700200,287,EUCLID AVE,8/25/10,Y,Done - Level 1,37.814334433776004,-122.25335632145416
010 078802401,330,ADAMS ST,11/1/10,Y,Exempt - engineer's letter,37.81409213549347,-122.25586052136832
010 076901200,137,MONTECITO AVE,9/28/10,Y,Done - Level 1,37.81185856381669,-122.25996328595023
027 085800101,2901,SCHOOL ST,,Y,Done - Level 1,37.7953563880913,-122.21473843172112
033 212201400,3314,FARNAM ST,9/21/10,Y,Incomplete Evaluation - Unclaimed,37.77785567780529,-122.22394338488706
023 041801301,607,BEACON ST,,Y,Incomplete Evaluation,37.808360516017714,-122.24683179530254
011 084100200,521,PRINCE ST,9/28/10,Y,Level 1 - missing data,37.81405592546352,-122.2427438938374
020 012902800,1410,LAKESHORE AVE,8/31/10,Y,Exempt - retrofitted,37.799398106031596,-122.25741849989168
020 019100103,1648,10TH AVE,11/10/10,Y,Incomplete Evaluation,37.79377642214505,-122.2468907985774
010 083102300,660,VERNON ST,8/24/10,Y,Incomplete Evaluation,37.819584579050726,-122.24834265070045
028 090902900,3474,BOSTON AVE,,Y,Incomplete Evaluation,37.79913562505183,-122.2126075834302
020 018501400,418,FOOTHILL BLVD,10/6/10,Y,Exempt - engineer's letter,37.797704239905116,-122.25231771829337
015 138301101,5964,RACINE ST North bldg,11/1/10,Y,Level 1 - missing data ,37.84592202322403,-122.26153186306381
011 083901700,832,ERIE ST,11/3/10,Y,Exempt - engineer's letter,37.81257355734038,-122.2424310416117
014 121100300,5601,SHATTUCK AVE,8/27/10,Y,Done - Level 1,37.84143901405286,-122.26484255129698
022 031100700,445,ATHOL AVE,9/15/10,Y,Done - Level 1,37.8032320545958,-122.2460866995842
002 007300400,233,10TH ST,11/4/10,Y,Exempt - less than 5 units,37.799277684896786,-122.2677726481803
029A130203501,3600,DIMOND AVE,,Y,Incomplete Evaluation,37.80214202883078,-122.21631057555113
010 076902704,98,VERNON ST,8/25/10,Y,Done - Level 1,37.813113263278545,-122.25870412613659
040A342004000,7886,NEY AVE,,Y,Incomplete Evaluation,37.766389620381254,-122.16550861147337
010 076902801,245,LEE ST,10/28/10,Y,Incomplete Evaluation,37.81322818552269,-122.2584182759618
023 041401500,2244,LAKESHORE AVE,10/19/10,Y,Done - Level 2 Required  ,37.80601118074188,-122.24979218012038
041 414200900,1035,76TH AVE,N/A,,Exempt - less than 5 units,37.754745190553244,-122.19040746150058
020 016001200,2210,E 15TH ST,9/14/10,Y,Level 1 - missing data ,37.78545339916017,-122.2365297950425
010 080701300,3505,KEMPTON WAY,10/26/10,Y,Exempt - engineer's letter,37.82114589422109,-122.25624284656844
022 033800300,2501,7TH AVE,11/9/10,Y,Done - Level 2 Required  ,37.80172727778756,-122.24239595858812
012 098705300,765,KINGSTON AVE,9/28/10,Y,Done - Level 2 Required  ,37.823583271106344,-122.24964986727363
010 077701000,362,BELMONT ST,9/15/10,Y,Exempt - engineer's letter,37.81005318611403,-122.25510351819297
030 198014800,3507,38TH AVE,9/21/10,Y,Level 1 - missing data ,37.79061807019106,-122.19867200920339
026 076500400,2317,FRUITVALE AVE,11/9/10,Y,Incomplete Evaluation,37.7858835594953,-122.22213621127274
022 033801300,2303,IVY DR,10/6/10,Y,Incomplete Evaluation,37.80124838257922,-122.2443400171875
013 114600601,5005,SHAFTER AVE,8/31/10,Y,Level 2 - Missing slope,37.836229229552934,-122.25878473538862
010 077301500,280,LENOX AVE,11/15/10,Y,Level 2 - Missing slope,37.81205429664804,-122.25762944735239
028 095701400,3614,MIDVALE AVE,11/2/10,Y,Incomplete Evaluation - Unclaimed,37.79437165603774,-122.20069291050488
037 254701401,3799,BUELL ST,9/7/10,Y,Exempt - no large openings,37.78616840291364,-122.18683731892574
001 017901700,211,8TH ST,9/27/10,Y,Incomplete Evaluation,37.79773617842008,-122.26819295310369
022 031500402,2400,IVY DR,,Y,Done - Level 2 Required  ,37.800997387807875,-122.24342423890673
009 072401200,860,33RD ST,,Y,Incomplete Evaluation,37.82391890001394,-122.27445239721166
032 204601300,2290,HIGH ST,8/26/10,Y,Done - Level 1,37.7795613418865,-122.20653432293273
021 022000700,650,E 17TH ST,,Y,Incomplete Evaluation,37.79660931691619,-122.24931815982102
032 208702703,3810,FOOTHILL BLVD,8/30/10,Y,Done - Level 1,37.778897698561366,-122.21621500539207
011 083715300,525,MANDANA BLVD,9/20/10,Y,Incomplete Evaluation - Unclaimed,37.812547912718685,-122.2442119198884
036 248303300,5400,WALNUT ST,,Y,Incomplete Evaluation,37.77497581134807,-122.19380796153426
021 022500502,155,ATHOL AVE,10/4/10,Y,Done - Level 2 Required  ,37.8012140098566,-122.2528335800099
021 022702800,329,LESTER AVE,10/7/10,Y,Level 2 - Missing slope,37.80209591312724,-122.2504897009674
038 321104001,6125,HAYES ST,10/13/10,Y,Level 1 - missing data ,37.76738449472413,-122.19326553397725
010 079101906,370,ORANGE ST,8/25/10,Y,Done - Level 2 Required  ,37.81618221287867,-122.2557495352107
037 254700806,3861,BUELL ST,,Y,Done - Level 1,37.78703463332128,-122.18598604627174
040 333600800,2515,76TH AVE,9/21/10,Y,Done - Level 1,37.76495174882877,-122.17470754379859
,2453,DAMUTH ST Bldg #3,,,Done - Level 1,,
020 018600500,537,E 17TH ST,9/15/10,Y,Incomplete Evaluation,37.79715725349613,-122.25079625372966
021 022800400,311,NEWTON AVE,,Y,Incomplete Evaluation,37.801794881873576,-122.24894823007116
023 041301300,442,MERRITT AVE,10/28/10,Y,Done - Level 1,37.80573185875746,-122.24881094718478
012 099201701,121,41ST ST,10/8/10,Y,Incomplete Evaluation,37.82610752497979,-122.25181239138294
025 071202700,1500,27TH AVE,10/8/10,Y,Incomplete Evaluation,37.78143839399273,-122.23032570694556
028 090000700,3135,CHAMPION ST,10/25/10,Y,Level 1 - missing data ,37.79637012329937,-122.21661720830191
014 122001502,5359+5351,TELEGRAPH AVE,,Y,Done - Level 1,37.83904783413915,-122.26292410852369
020 020500900,2344,E 17TH ST,,Y,Incomplete Evaluation - Unclaimed,37.78557934599048,-122.23235040789352
010 078002203,420,BURK ST,,Y,Incomplete Evaluation,37.80939995911347,-122.2509264401869
027 088101400,2020,COOLIDGE AVE,8/31/10,Y,Done - Level 1,37.78353450055888,-122.22070932512213
023 043300600,714,HILLGIRT CIR,9/2/10,Y,Incomplete Evaluation - Unclaimed,37.807626862451315,-122.24286168461023
010 081401100,3779,HARRISON ST,9/2/10,Y,Done - Level 1,37.82121896678255,-122.25262259847295
010 081702000,40,MOSS AVE,11/9/10,Y,Ask for exemption - did not review,37.81953435817508,-122.25160298225329
010 080300400,256,29TH ST,10/14/10,Y,Incomplete Evaluation,37.81735359569684,-122.26046521643084
012 099002601,32,LINDA AVE,,Y,Incomplete Evaluation,37.826880111462366,-122.25017309524878
029A130101200,3565,DIMOND AVE,8/26/10,Y,Exempt - engineer's letter,37.802006539478654,-122.21727987200421
010 077200200,285,VAN BUREN AVE,9/16/10,Y,Done - Level 1,37.81095845519275,-122.25711813096379
023 044001801,750,MACARTHUR BLVD,,Y,Incomplete Evaluation,37.8071876814088,-122.2411629817017
012 098501300,3843,HOWE ST,9/1/10,Y,Exempt - retrofitted,37.82555839736828,-122.2556796925346
030 192901705,3849,MAYBELLE AVE,8/25/10,Y,Exempt - engineer's letter,37.79111280349363,-122.19302127914798
012 093000201,749,OAKLAND AVE,9/20/10,Y,Done - Level 1,37.821486476624145,-122.2486946355706
012 092700600,322,MONTE VISTA AVE,8/31/10,Y,Done - Level 1,37.82271955200797,-122.24953512395501
027 089401100,2401,BARTLETT ST,9/29/10,Y,Incomplete Evaluation - Unclaimed,37.787649707465086,-122.21328945132413
032 206904400,4100,LYON AVE,11/15/10,Y,Level 1 - missing data ,37.78207926871553,-122.20599212357934
020 021500301,1125,E 18TH ST,9/13/10,Y,Exempt - retrofitted,37.793418135266755,-122.24501278404011
012 101101100,450,40TH ST,9/22/10,Y,Exempt - no large openings,37.82906787243356,-122.2621086224677
008 062900701,1565,MADISON ST,,Y,Incomplete Evaluation,37.80373713360481,-122.26312395212851
038 321001600,5924,HAYES ST,9/15/10,Y,Done - Level 1,37.768487704250916,-122.19352322225919
032 204703000,2144,HIGH ST,,Y,Incomplete Evaluation - Unclaimed,37.77756781486684,-122.20841784983362
022 034001300,2445,8TH AVE,,Y,Incomplete Evaluation,37.80075058794541,-122.24128350817446
020 012800700,136,E 12TH ST,10/20/10,Y,Done - Level 1,37.79762465104906,-122.25720124239866
027 086201501,3061,CURRAN AVE,8/26/10,Y,Exempt - less than 5 units,37.7926233067645,-122.21140047575054
010 079001400,385,ADAMS ST,10/22/10,Y,Done - Level 2 in process,37.81545234175244,-122.25453474252755
022 030901001,351,HANOVER AVE,11/9/10,Y,Exempt - engineer's letter,37.803168038333745,-122.25025003552373
021 022802100,211,ATHOL AVE,9/7/10,Y,Done - Level 1,37.800953071171534,-122.25131247471204
010 078702300,350,JAYNE AVE,9/14/10,Y,Exempt - no large openings,37.81361170148235,-122.25484116378883
021 022801600,237,ATHOL AVE,11/1/10,Y,Exempt - retrofitted,37.80104723915385,-122.25054443563906
008 067600900,542,25TH ST,8/24/10,Y,Incomplete Evaluation,37.81483446877866,-122.26959155253903
012 101101304,460,40TH ST,10/6/10,Y,Exempt - less than 5 units,37.82914881489339,-122.2626200639782
027 084401004,2564,FRUITVALE AVE,8/25/10,Y,Incomplete Evaluation - Unclaimed,37.788749558042056,-122.22027309061103
046 549000800,9829,MACARTHUR BLVD,,Y,Incomplete Evaluation - Unclaimed,37.748977890042255,-122.15863060206956
023 041801200,637,BEACON ST,,Y,Incomplete Evaluation,37.80849511222762,-122.24645167246173
033 215200400,4069,E 18TH ST,11/16/10,Y,Exempt - less than 5 units,37.77576477363011,-122.21526052476474
032 204602900,2212,HIGH ST,,Y,Incomplete Evaluation,37.77850121925695,-122.20755759285726
003 004302000,1830,CASTRO ST,extension,Y,Done - Level 1,37.809749498092216,-122.27485435603379
011 084001900,846,YORK ST,8/30/10,Y,Done - Level 1,37.81324964179244,-122.24288242209988
020 018400300,323,E 17TH ST,9/14/10,Y,Incomplete Evaluation - Unclaimed,37.79849503485416,-122.25265274746967
047 555802405,2201,106TH AVE,,Y,Done - Level 1,37.741851407754005,-122.15673827055025
008 062702700,1470,ALICE ST,9/2/10,Y,Done - Level 1,37.80344407340028,-122.26540402329181
032 204701201,2129,COURTLAND AVE,,Y,Incomplete Evaluation,37.776779243775614,-122.2089808366628
038 322400302,5511,HILTON ST,11/15/10,Y,Incomplete Evaluation - Unclaimed,37.77178454151671,-122.19660232896992
032 211602800,1952,35TH AVE,10/6/10,Y,Done - Level 1,37.78294044449953,-122.21793830448507
010 082301601,411,SANTA CLARA AVE,,Y,Incomplete Evaluation,37.812676369225834,-122.24899732224658
023 041002000,640,BROOKLYN AVE,11/9/10,Y,Exempt - engineer's letter,37.804320668260644,-122.24711815367165
027 084800401,3035,LYNDE ST Bldg A,11/1/10,Y,Done - Level 1,37.79073812465097,-122.21888539517005
010 083401200,621,VALLE VISTA AVE,,Y,Incomplete Evaluation,37.81731362820774,-122.24699757171366
022 035301710,1848,E 25TH ST,10/6/10,Y,Exempt - no large openings,37.79542873473254,-122.23360815049654
046 544801000,9633,BIRCH ST,8/25/10,Y,Done - Level 1,37.74757605737852,-122.16600555552678
012 097700800,3909,SHAFTER AVE,10/26/10,Y,Exempt - retrofitted,37.8277373872932,-122.26027914582096
043A463902101,8656,MACARTHUR BLVD,,Y,Level 1 - missing data ,37.758419804519626,-122.16201601809568
008 062601100,1515,ALICE ST,11/16/10,Y,Exempt - no large openings,37.80412720546745,-122.26581754388357
014 123202400,430,AVON ST,,Y,Incomplete Evaluation - Unclaimed,37.837844736559894,-122.25857748046728
009 071301100,828,31ST ST,,Y,Incomplete Evaluation,37.82143314881246,-122.27419173231318
012 097001700,3805,CLARKE ST,11/10/10,Y,Exempt - less than 5 units,37.82742066737738,-122.26397246969458
008 062603300,1622,HARRISON ST,,Y,Exempt - city inspection,37.804852680554305,-122.26594779779212
036 242001100,2100,51ST AVE,10/22/10,Y,Done - Level 1,37.773740298553264,-122.20399363046984
010 080201200,236,29TH ST,,Y,Incomplete Evaluation,37.81692446184369,-122.25935822005309
013 113402800,1977,PLEASANT VALLEY AVE,9/14/10,Y,Incomplete Evaluation - Unclaimed,37.832298716442715,-122.24988035704376
020 017801700,1518,4TH AVE,9/7/10,Y,Incomplete Evaluation,37.7972573691667,-122.25316668967166
013 111401200,4231,HOWE ST,11/15/10,Y,Done - Level 1,37.82910878311632,-122.2509778397147
010 078400400,353,EUCLID AVE,9/28/11,Y,Done - Level 1,37.81272010246551,-122.25260382962055
029A130200300,3711,FRUITVALE AVE,9/15/10,Y,Done - Level 1,37.8030496318174,-122.21544018147559
012 099600300,275,41ST ST,8/31/10,Y,Done - Level 1,37.82789365814882,-122.25549666360365
010 077403202,290,LEE ST,9/2/10,Y,Ask for exemption - did not review ,37.81229210024933,-122.256317411169
021 027400300,1929,7TH AVE - front ,10/14/10,Y,Level 1 - missing data,37.79814960019836,-122.24728374250567
023 041300802,501,WESLEY AVE,10/7/10,Y,Done - Level 2 Required  ,37.805012457189754,-122.2492821982206
022 030802400,317,HANOVER AVE,9/15/10,Y,Ask for exemption - did not review ,37.80307462041799,-122.25136957279607
022 035301602,1836,E 25TH ST,10/7/10,Y,Level 2 - Missing slope,37.79517603103952,-122.23390089034723
010 078201400,370,VAN BUREN AVE,10/14//2010,Y,Done - Level 1,37.810855903216016,-122.2546027489535
012 098802601,100,MONTE CRESTA AVE,,Y,Incomplete Evaluation,37.824886287582565,-122.24917750609508
011 083700200,491,MANDANA BLVD,8/24/10,Y,Level 2 - Missing slope,37.81320607334344,-122.24497195109046
039 327502400,6663,FOOTHILL BLVD,,Y,Level 1 - missing data ,37.76995331389897,-122.1805068164192
046 542802000,1522,98TH AVE,,Y,Incomplete Evaluation,37.74496427924514,-122.1686042759035
022 034300700,2535,11TH AVE,,Y,Incomplete Evaluation - Unclaimed,37.79915795743976,-122.23842025035555
012 097600300,409,38TH ST,9/13/10,Y,Incomplete Evaluation - Unclaimed,37.82626897696579,-122.26087146130051
048A705000500,5606,TAFT AVE,11/9/10,Y,Incomplete Evaluation,37.84367342205397,-122.24710523750937
011 084202501,888,VERMONT ST,9/2/10,Y,Exempt - engineer's letter,37.8146519372645,-122.24373324361235
016 142101700,6616,TELEGRAPH AVE,,Y,Incomplete Evaluation,37.852481907670715,-122.25979350275816
021 026800500,924,E 20TH ST,,Y,Incomplete Evaluation - Unclaimed,37.79655205062765,-122.24433323439258
032 205802400,2605,HIGH ST,,,Incomplete Evaluation,37.78277186091437,-122.2042102555258
025 073301301,1773,28TH AVE,9/3/10,Y,Done - Level 1,37.78349927457533,-122.22693088961178
021 022700500,328,HANOVER AVE,11/1/10,Y,Done - Level 1,37.8025040160645,-122.2509772581325
020 013100400,1435,3RD AVE,,Y,Exempt - retrofitted,37.79782615492396,-122.25518475715485
010 077201200,451,LEE ST,9/7/10,Y,Exempt - engineer's letter,37.80972818168217,-122.25732278812552
027 086201602,3055,CURRAN AVE,,,Incomplete Evaluation,37.79246656805023,-122.21132093819598
022 036702301,2924,14TH AVE,9/2/11,Y,Done - Level 1,37.79758754621789,-122.22969694303087
022 035301711,1852,E 25TH ST,9/2/10,Y,Exempt - no large openings,37.79538284637356,-122.23372729808175
008 067600500,522,25TH ST,8/30/10,Y,Exempt - no large openings,37.81469096161141,-122.26906022124584
032 205808600,4059,ALLENDALE AVE,8/27/10,Y,Level 1 - missing data ,37.78432362827978,-122.20415565234403
021 022601501,185,ATHOL AVE,8/26/10,Y,Done - Level 2 Required  ,37.80114401925925,-122.25203093888474
027 085603803,3000,NICOL AVE,8/26/10,Y,Done - Level 1,37.79328586092097,-122.2148224208185
